owner,NAMASTE,Sensei
CCDfMXtix3ZYra9gUc8XJ7qpXN9fwr2y2RQwy9cFWnuj,1,2
5qHQckJnNoDSwUCnVd4iNQc9ywkfT2dAWoP7CPNm9Tfp,1,3
5ALv9ywMGDj6isJcGEwhyLdAAVhXqsLxpY5RyL2K5uvx,1,3
9W8sSSvxzPdGHQvLStWTJWbwp6Co42DtVVA9s4wVhSg9,2,4
B4WjvQieCH8q4RrWsuJ9NwmyxZ3Qj8oJ1qJDvs9E1uKM,1,2
8BXx8o9QfJ2CSC8DMynxmTQuX6xyMtgjwBdWKf4UbrqM,1,2
EuuN1sKvasCnsEm23iKBxFQFLgt3LeyVidiVcMnSoqcd,1,2
5ayB8pSe6yxAqB7bHcrmyepr9BeBpLFuQUyA4qAF5Squ,1,2
8h8XQ3qRPTBMRJFHtGkWq1EKNaS1mwWYaW4uiNjKodKQ,1,2
Br7pa9F6DUXs2Z92zvSD2RekRzmvoL4CtRXf8RrWbd9g,1,0
6ghSGAegxpNgGq26yRuBS1ithtKdsbMYnZQtaHE8iem9,1,0
678cydwFKnEQREe5SrAoRKCD1kq897bM33FKtBqSxso2,1,0
6vXHcvdppwQHgyHCuTCjDZvhzS6KAL5KwCa2iP5fE9xS,2,2
H4TBEe9SdCsch5FH3eraprWEH7ZM4mAtgoJd2xjw5VP9,1,2
14WaD2iawihiLBSyj8JE6ZAabxBLF6SJCHDkhMEjE6y2,1,0
28R8ZDsNHceQasquBaBKt8jX4SSPmVFtGPZ3mLzNNRxc,1,2
EjW2HcLX5vR5MPd7CBRAzoMfS5pYSL6gKN6g8CqHTWEW,1,0
DJppwr1tdiV1yqE9b7e31vVikr7BXi8rvVWQDbgmY4yc,1,3
CZJpt3KuancYRheRm9C4rFcQavGAe2JzVm5TbSc3yeKB,1,2
3EBRhjFrM6emdAjEL3R6MgSi5w1xafypLCtpzUmbq1Xz,4,2
9Ar4SpiryvNnfS9Buhfw4TGqcKYhrHteyYC949xLCj1i,1,2
97YGs9pb1KBZAN4mZD5nYPeJDBqELr9pUFHoa7W58pab,1,2
FsZTnFZuUawTaPz3sqjqX51HmxLShiaz6x2zBNA5vbNv,1,0
2NDUSTM7xTTiHoe9MA9k4Nq2Bi3pUhT1m3fmMoLZPzLT,1,1
GjQ3no68uYRzZcBrh2AvyDWfRDUAjeqHLqvQSDAU6Uog,1,0
2sqQ9ipqs8hvFgm9ez34RGHBaadmay6H7p87H65bGpnJ,1,0
B54JPTeCFbMwZBdwmvA9DCckq1ND5WXNXL4RqPhCSoZw,1,1
6uPxhvZin4vWMWgDuUCzhdeYsz5QT4zTV9DPB2YVY5L4,1,2
5P4RDFserhgxyWSAsbsY5DMVtCLWZpFfBL9Uj2TQ6jAh,1,1
6ARJfa7Q46tFJmoMjHpBnGezKdb2GSWxUDF2pcLsct42,1,0
G6JJMGzm1QEZSfxBLMcWJdgHN34gybSkTUWcGSc3ZM5L,1,0
7AjGEDr4Nvs2TwFQTV1quLN7HqRFr8SSB6gukp57Edk,1,2
Eqe77oCvURXYazGiR7sJFT7FURBNYXwUqZb6TK76Nrnr,1,0
BVZa992V4hbixxoBApgR9ZLiMjgKT24SqCsDvYRmA87K,2,4
Chzz7inFy9oov8f6DTyYsvsowwVa7Eg4pbCwfQtY6Rhh,1,0
D2SVBYvVBLbowHYjzptfpdZFaHBuZL6U7rXV7EgHSN34,1,1
GQa1Ky32CQUeuUMjDd1yTHuuDeezMDBowQyUsUkB55Jj,1,2
GPsz1SfjNfRWMPQhHWftwXxoW1XQXuKMG1io5FnksNgw,1,0
46ASCFhFR142AdTkuhugxY1wVcDAky4PeJAeugJbVdKv,1,0
G1Fhrb9Dt5P2jgqgyQmTTvgDBjjdxtHaYsgyYmdVEavn,1,2
3CwGyzSpAncr6yvYys5QPpZi5YqNMfPgJ5S5JFgCy33P,1,2
9tfJvVzYozWAJ2jGg5AyACEK3NrLmTj4ficGYNztnHgY,1,6
8s6wqNMeodNcWfGJKm2oFcsNyEBDGY6uqQwViwsngEGr,1,3
GbmCRx8DFz3N5g8fz6va8yL4zqaKZYmqy2B8M2YTiCCU,1,1
EwZR7nfHu3m4UeCbvnigebZGU4bz2mhYRLuMgFoBWWbz,1,3
8SteSe8L49bxCmo4t3fPS7pdHvhV25ztTXn823BgPX8u,1,0
5tFEoK8A4t6EYfREu3w8acvB23tYP4pYN1NkGwA7HgLG,1,2
GkomFGDeuPkCUG9KZmaGnkDd9mNJwmo9jNfq6DFoBskE,1,1
HPJWRZUjJpKmsyn4gJGUdSuui73h3WjxiXELF7QExZD9,1,2
6Wsfu3qaWtH5xBeRndyssnbSUfyvuFTf2ng58kHTrDRZ,1,2
AWhQaY2o6y7LkHUPQVAEA8SFPqEgeiE3kxmQ99asWYWU,1,1
6Uqd2a7PPboBTz5zkRHMTsqo765HFvXJppu2yKgKunfd,1,0
55YX7y6t9uqk3tqukHybpMBrp9Hraq4obkXhc3B5AeVs,1,0
AZMWfWBdMhA2FNr3tH4Bo7GZsfwkt5YFcHHcLF12jZAT,1,1
4TniEfUt9eqrgiGk7H4dutWSJ9m85pmcYZDH6zR1F3Qr,1,1
VvcvxquhETeFbbH8xQRD8SjCjh8Ky3srqDfJeMVWdJX,1,0
64fUZUH6Z6HVs3mP4BwBobewcZLCrxRtNUtatzSFsGyx,1,2
A94sQzkShta1PaAaCcDo4McaU1PadMHK3nfRF3StJKWG,1,0
7iWkpKGEPhxi1EinDpB9ohbusY1hMgFqaC8wX36PVi58,1,0
9gWskPNsJgoB4TFaE2WyZKA8rHstytgCvY2vT5KeAfVc,1,3
85UK1CUZZZ5qJ98jfTPmJ2t4ypB9L2FfkumSTiX1DTuH,1,2
47cjox1SKACJoinFpw4Ak3jYwSoybxARWwi4TdB9sFQo,1,0
AppuoU3dh7urY3wSn53FBPDEz8rbSHWgQ1sqpSXB6BLE,1,3
BCMjUum7qfG44YiBhXyBFx7G9hgdDZkGbPHSVp7goLbx,1,1
DpncneAVbSfw8RpLHvnPKFwAhmvP9vsuShfGJi2tPNFg,2,0
ARrDqRAxvDuCUcNTbypWnJKyEibi4DjCMKFsh86zBfKw,1,0
772UxVq547SbkmsyAfWfnySxvg1tCBAzmi1ygybbgiev,1,1
85RZJF41mVKvECVY4Z4VZ3NyKbeyRWxxFrmzq6sfQBqT,1,1
78TkBPyKZfNb9M4xRpw4s8jvN2Knh47VCpYPjG8vQeCC,1,2
9ysW6r9St8683wHzzTB3GuaaXYSSt5RVnziv38JxtEQM,1,0
9SFBRa1XMgowaLUkzCkpcKzEMUdiQmmNFf1En8x78czT,1,0
9UfWtU6vs2N34q7ADZ4k7Nk4oYvudR8FHW5rmdBGiHmZ,2,1
7AaXusLHH7SEHNYJ2Xg8TXBj51qwQKmoxAAdd52Gx8T4,1,1
4dVg99n2aBJdoB5kZSHC7JW8449DoQttmZeyYZ9tL6HH,1,0
Dd74Q7oa8sAnEzLBeoFNXEzwTACp9Ea7iSLSsC4GXAZn,1,0
8CRQtU1iBeYY4ZjBBGd7wLhkGVZk6dUY3KEEEw7azQ4q,1,2
6Hm1WbpTnWF31bb4MCyGFWazAHehZfNXs6x1haEfjUXW,1,0
9yYCyfohDGMMpEjLJP6h22uB7adRm9tWKQBW49YGUCrx,1,1
Bzgfd6V7QKxHBgFdAhEp2q3hQsPqjbVAY5YCfJv1BPMM,1,2
7EjCXmjskjugYCUCCCKbwepbxyKndoepZrWEz19UkYgV,1,0
Ce7y9EDyvUEpXhcZzEQkQGtbKFUN72KqYevUR5zvtMbq,1,0
HYzRfSo6iVNoPmD43jfpUU1d4EwHPEgwC5MsRrExAMbp,1,0
BoHKqVX6PaeVtHsSnPDcLu6YcLCm5hmcJkHhy5LFhEce,1,3
BomSv4iBohrQNufbHE5Ek3oFLhn8KDbF7fsefbkJ4Jz6,1,2
2X9UKSS1pEdE5Br7zv6wGRLi4f2Tw1jKF6ND7Cn2wJ8z,1,0
C5xyJdwHYyGeRX7goX6HNrcvyfofeEbe4M6kXfEyuorn,1,3
3opS4z9Mx8GYktwNHbt65dFhQzExAeiz1ZFxn52Jefpq,1,0
AxRvWXxMKx76T9YwG6pMF95XaNBzFXvtAzwJEtXizcRN,1,0
EdACLY58qDUq14SMsEowi6gp8zFU3pi7XKYkFqzGgNi8,1,1
AFm9j4GS5n1fK67WwwiCAGv1kxmYfX5FL3nTWRDqiDj5,1,3
3P85yAsx6AYMaiQzX8U3BmtvukTWAGtDxzsmZfYkaXzo,1,2
5517ejDtbKTwoWTKxKoNaGczVr1CN59RspBvnegqSsQD,1,2
3eBSqZxi2zgC85qprh69e19oarUqyjFrvznUUCmufLiw,1,1
j2FYmVTUnwKiv9rdoH1pkU8K5CJqrrui29vNMiZdPNc,1,2
BjNLGeUcj11NRe7XjRbPLgnFTqcQA8MAZ3VUdJDaGfdm,1,2
EunhmGgP8HCEr5GtjVf8LVXVBCpeVgPxUvEV3a52ubf9,1,1
7YE2fjprQBv11rzMm2wRuKHa6Hb6KC67cYRFF1pCfecF,1,6
29Ch4ZFeWfpzPU3xBSPudRsUuZ46HmYmayhavdYY7Ae7,1,2
HmEL9qRUxSyvmjdUobnNPHDbwn9u7HKYr62kRFpikoQB,1,3
HhG7Mnqz1xXxMvQ8RMBZWqPNxKd3u1kL4vRdmAjrdAKA,1,0
GGi5SgSrMTFFNUocXPAeZK1YodY7TAXc2xxW8saAmSWf,1,0
3iWTLSCNErWQn2RE7cf4okwrpK8wTC1szgeMNbNk98Jb,1,1
3aWxw6MhoEqiEXbtqHCFkRSvhDXmvsRH8KMMrWw1dLiB,1,2
8hZNgdktajAF47Fr1gj2r2zkJjUFLGVauiL2JVkwKFEr,1,0
BefoN3dRaxaqffa4Dk7LUWDgLrKkFaCTPNgx6Uyw74Y7,1,2
4ooE64GSyR6ZmRkWHP8YbuwYk8A5EAhWudLe4PGxkBuk,1,0
FJJqb9fCWyTEEEjcRGKK8vnn1fBWj7i46uzU1NoqaE3b,1,0
3drnFYrzuENiKRL5jgfLp29E8b4frrxEmibvKyYLf3ms,1,2
5et5uNZDP9FXZPGU4k34PWXDRj8HBDdxB8yY4f9zisQA,1,1
5qHnoSAjAAz2SuX1ePqrbFH19ZVNxByycnjNe5jGtfz1,1,2
51nQCMnvKvZE7EUoPL52mC2YSv7bSdb92eePG9sCJBGQ,1,2
HyXpPujChNbeQz3SRLPnrSsvnpdFP8zzTNSLhEtmkcA2,1,3
DWoyZnTSpEACKYsMj7zT9bdBruyP4SBEMPjLbFT5yEhQ,1,2
BofVsgJWKJaoPj5eGNJLREmB4gQDur7r49iQT3EdsT6s,1,0
CNokLHoAohuXyYkjSXEA2oGNpC2G26aznHG2SZxgsYh1,1,2
DaYA3BfBNmPcRJLPsdxUYLEHec2q7g5qMMJ5FKfWf3Bn,1,2
G13Pe42gAkR3p1nfN2A1yRzymNnhLdTBq9e3xYxDVP52,1,1
2vLXs4uAc7xhY2UowGx1ejmyhTQU27sb2vkfyuXbyUNn,1,0
E26P5bbo6UePMZWvgQpmXLuywLaGWnczi6pDwwek7rir,1,0
8VfPxbPSRW8AXKsQdxkSKJwMs67ZEoNG6Vqhif27sA8S,1,0
9X5umAdHH6iK4BSXjb5SrshYRUE9EKQrMAfJdeJvEhYj,2,2
3JcUoZDcvEXfVbnZTndBqhK9Q48HgVDttTjF2JduQbdg,1,0
BqeE7L92F71MXW3FdoHPwNFPxyMaJCfqW1omaUBepXJQ,1,2
xxdJBBZRLb7Kcd82c3EmXjjuG3jyNy454Z8v5AVDrtz,1,2
7ueUCuFpYGyKuKURJxGSNikrG65biNQBQ8zhbNnsjfLQ,1,0
E9KzeLD1cVkkpWoJWBKhYnHDG38JPjRtjw4TBp5JD3XX,1,1
2zT2KGWJa85fr4GJc6bwxzMzBqZTHNEesm1x8L2rRb5Q,1,2
7Cy3VZxHkNVMWahfq5znfx74ftjLzAjbdmKVJXgL8xmQ,1,2
AFjLSHEQHQ1DzKBdJ7Tb6fKgXKase6karSS6bNviFz3z,1,2
7LLgThqd61zjcBdUQgZ9XTVEERAgR7UWee6ECZevno8f,1,1
DQtRg7EAecUHELsxTgHim8vyGNtNPRrzgKRLX8JVaZuA,1,2
DLCYBGFqhGSDULAZnqd7CuS6Jjn8BxrZNeveKWXXhQ56,1,2
Fw3hj3UtFNzcZkQofz12mrtchbvniR2cVhm2YzfaYywX,1,2
DcpYXJsWBgkV6kck4a7cWBg6B4epPeFRCMZJjxudGKh4,1,0
okkVSrkBXGfMHvEfKGUW73XmJYbP4ojPbWsBXbYjvZf,1,2
HhJjdJ1S7wdNM3LcMqcNfSCnKRt7Z5C9AVuAoyZrb6t1,1,2
9HGhmNy75tGBsbr2T2K58kdmA86fc2hWDUSZiUcBjVma,1,0
7sjMEw3FN5mKndyjrRbRSywwBbYXGvmPNCN118tYXPF9,1,2
9gVDpi2W9m6byScvXLFXnuzZCuHHSruMQqkDQtDThpCU,1,5
3CSzrT7ZAttiNPoV6xgQeauBAP8xXYdLCyye1EXHhQnY,1,3
92yrt7QZ8omcoLmXEXe4EgaAegR6tQ1ESdkFr3AP51zj,1,0
7sb2osoKiUNSPQzpU4SK8J5HnVmKRf9UWj5y8ZUjTNL1,1,0
9Th77jPLZayUavQeJ66eHGmD6t5AWsAgUVCR2cRXfaFC,2,4
9thGzyCByJzCHsxEuUr4bVYjzp65n31MoZpNr5KQtM5c,1,3
CFv4zKpicQedv8nN5oYGYCVLqxMgsimADCCGTdMgBBg2,1,1
8fHvmVzxv5tVJSELSrP4tpkurDrtZYLhx4mp56muCiuS,1,3
D9LbkuK5eA9T8qFnyjbvBkyF2eMRgcWpkDjwsjQF1WaD,1,1
7MfrVBzmduum1U7W4xsh5bidjR1c1VZkGpmcPjUk4YCc,1,3
2PK3aKJfNVqVtjKWitNCwVCANYpDGnWbpTafZz5UDbn3,1,3
FWheoNrVPzm2WhZvrpSaEXJY8ANCYF2ywH3mHmkh3yZy,1,2
EfMqfaeAeY2VZnhBdD3GU1pYKFYHEAVvCEkKYZGxJfx5,1,0
33LpPY2yQKaWxc5E4eT7e4p3WnsKwg2BU48wsR9zc9Km,1,2
DQxLjDh7kDjQhGLNB322D1EWizGASaHnVmK4pkJGJp2f,1,2
bB4YVqo3bocH3S5ko88pMJ5HYmoYMAwTuDaAjqPYq9H,1,2
FkzzC8GsBR5YNQjT8eNtB3SxCEj3dLxWBf7vNwcH9N84,1,2
Cz9phYFKnQMY4wanRBb5GFydVRTZ4FrayB6Aniw9tocL,1,0
6QX29sBspmHKxJtuJvBRF8buLzUYpXKENXKgcy8JG5Vn,1,0
BkfNzKSYAwT2fbVJCfsuxZfm5oMaeatAWztcDKzC7HD3,1,0
2aWfYKr8R6d71Amqhxtus2BZFRikADePKQQpmQ4R5GT6,1,0
AV3MaKVLBQPZyyRucRw1RpMaMfBExvybYGBKxySXxMw8,1,1
vH8DkvEVvGmk7dzK775JmZeniHrEFMDk9EYzdyunkqx,1,1
Btb6AX65hgNjbNxUoiBnNCKzjQtC785F28zsj7E916pX,1,0
8Nz5JiPetG4rXnRs9oDvdCgyHGghCMe2hFFVkQ1w6nHG,1,0
9S1qvMERmuPHuPooKHUmBsMkZnPn8uf4KHiPHf5WvnM3,1,2
5MgpKfPjk6Wq8mzi2patBEP2H8Xfw2HgigJvHhcJWBN2,1,0
BLcQqYVkoEF6W4xvXBe4KtVNvvWFVz9UQNevrUjcmbBj,1,1
C2gJg6tKpQs41PRS1nC9aw3ZKNZK3HQQZGVrDFDup5nx,1,0
C5b3XtFPpbq1dhB8dvE5vHF7QB6vo7qJWj6trnyyRprq,1,2
Fb1J5iKCN2eifVezRggKgdSYJUDShRjNPpnwoD3p8Na6,1,2
94KFmA2Hcj3aSLPzzwPCHduJ11wCeV7PGvTFnXCKVHza,1,0
DGEuGUm2YX7iBhRqxaUJQBrn2nFNb7ufgYxChEebaS3t,1,1
HDmm1H3nGz5EkyB8R1BB7k9VAMFeJDkhgR7mBc1ZV41W,1,10
HgcjNDCGv8cBKw78HJSiHLfnRdVQCZ9Hkj9vqtdhQjui,1,1
GP1PAsdKe6EpR4kuLRJnPCvzBX39md7SJHBbm3vydf6L,1,2
u69bhoFmw3YG9gALPpCLKRz6ZeNMRp27cfALjAsCz3u,1,2
FZMKue5kNhV6CBVtyxC79NcUimbFNUpkCK8WwUoLbmn6,1,1
F7VBmVXossvVuvzcr1Ziek2KnrMq2mLEDtpuXTTPzk1A,1,3
7Ude4p4zeqCvSxKgWraWgr1ua32gLVcextzuHQF13GgD,1,1
H8jQTnXqbyZ9keygdQDmonbEN8Ttxb3Cq4cBzxGk5cgQ,1,1
2Pb6dSBzGwj5i6fvFV12uggcZceMDC2Be7bKDTu3eDiV,1,2
5f3NmcrnpCWta3aQmVQLrWX8R8h2r687QuA6JnNU9upn,2,2
9rnHKyUygYfdjoQXDQYrtJHPCe19BPkgVUDJD2JnLp84,1,1
6FyJr1Y8QtydcjmiEDZ3UE25uPaAxuyxgSzHZXZkT44e,1,0
45m1fJ36NCrGMiH3psThacUmN3v6wyEfdB1hybHzPbkp,1,0
9iSuQGQYkXJgxCVTaamuDwWJqpjDEcPVKKxySREgRTQw,1,2
95LWJvJMTkVyWxHisfGhn2QTNj5CYTodZgUQ74QNinGn,1,2
AAdYsmVu58gxnDUxJFr5Kh2mb8sJ678LgvaWTdvKPYk9,1,0
6gkuwsWKqEVgkgVCNLf5tTvKvhR4B2UyE15CwyAyhe1C,1,2
CtyChBpZ7h2rsUzbQW4BXhrq5hatNuuTn5W8wkfmXsSa,1,2
7RMNxrf3tGxGZ2PrJp8HfTWt2ptz7v3syHRL9LvsNbor,1,2
FHVoqpGgtMrvdLciwAgkXWpWy7iDC28bQrZ9MThp1eQP,1,0
6bPPEfwXkCYEzhMdoHNEszftjxdm29USuUMEWSavVooJ,1,2
FbT5ckwmNNvi7mvfVyhQvgHQ312LUkKh2scbGVY5yRvS,1,2
4J5RM4N2CJ3Cxn2XE4spbJBF52T583gSV9AdPG3VBuLF,1,0
FQC8tfP6GhmLAsFBf5ezzuSnX47YGyxytHDVGFtHPVCD,1,3
6v349NtxEuswVnAp6YWSoZJ7m5wTsapoViLzUx2Rzs5F,1,2
B62NFf5w3KWMyuyKSL25diUrQCPfEvB39yGV2divdc96,2,4
EHEyxyKa2QfLBVqjViHGKNxWy1YTFa51r3Bui27ctT67,1,1
5CoaHMpEwV1BLUhtEbCZVic9n3ZmFpUHC3vTsyFYU6yf,1,1
7EBpUi6tX2vg1FUM9hCpQGgHmGz94ADgwtXLJdTfoAqS,1,0
2mFry7zizZrwrQheW1TkvXKbyVpDQWwurizZzciC5MbR,1,0
ZszWyiwUPuKx9ME9A1SW87tLxTK7mXisUGLFi2DHeUr,1,2
Du71bnu4BdHjaXXY3JhehWYXZ9evqHLcGSm9Y1wy3Emw,1,0
AMtqaLND5ws2Sacj6EyccsLeXwCtHR3YLMTUtwzSaVrq,1,2
EjNKVhthrv62EuCqCU6BdzFXSTwjTmdR4vHmS7VSz2z1,1,5
2KBctsB4fgTEPrMvkyCTwfXkR19Eh6qkQ8URfV8moyQg,1,0
4gf7rrPEQ7mhKTwUTXUrS97TAZ2zMWUJxcpa2QgD5pr4,1,2
C7RHEAE8d6KCjqkipVq3vmuKPDfSUqAD7z4qAqtRDtR,1,2
6mqAnP8RbeiGeh5qShjTjoUpfYJKpuqm2c2eCDrfyNAK,1,2
5pJ89aofV4nP5eaJfpvvChkuce7NEUQVf31ckLCXTymg,1,2
ES5TFzkyXAMSsBMiTErXUDobiQcyu3SwAaa4afuLTZJ5,1,0
98ZzzKxcG1efm9njpKmpEP5gDpk2JwWwoTJinVsFkdN6,1,2
9gqgm9tPYVo7eruLBcx6Qbs4xQp8tyTixFRxzbVeNneS,1,2
8fcpEFD4Kqh75ZiVCxrcyF2bTN3jtu9ScvrgmQMEJhoU,1,2
DFzcrQvA84KJ36TxgEGmipXUqthaJHWHBtLojNpcE3Ks,1,3
FUb6ttW8EL3EABfax77A4TXs55mgAg1E1V9972w6tpeX,1,2
FZo6MdYDJocGhv4WVEzpxPQqARdEpnKniwPmShVLbWVn,1,3
HGCA63GLV9o1SR7Bfjo3dUmUbttoEadBhU4cNXmekezR,1,3
GVPtdci9pJb7CWjc6ACJNtZBkZi8CU1WCfHCdB7BFJZV,1,2
Faot5J8F95YVjGuKRkQeh4Qudk253PYwZJF2TdNcnoJL,1,0
8vy2SiNzGsYkqYCuRmNfK1vgyKBUa9poVSQBoWzQgskr,1,2
HnZ9mtRBNTevy5vH4rweDqdvcQkhEYVeKNvexVnDBLt7,1,6
8QGhhjXoG4bz5GBaEoCc4q5woizUmn6iruCvX3CjwCvF,1,0
EePnRqV4Q2VEHp5nPADqeGKcfPMFmnhDW1Ln9LKsTzWQ,1,8
HcQFRMX76VmDBtpbRBUmBuWFpwZJko6EKZcgu8ZzJN3L,1,2
CFXtYfVark2gJ7dm4zVQXKufQWKXnDdgBtvnyTTaRcV3,1,2
FLjPDYdMjDzHSe7TwTYetGEtWoJsteTxzZhN5XiipT6C,1,1
FP33Xr6FbZZ8ciFXyteFHZH6mzz2kqR5BHRiyQAXJWTh,1,2
6Fqkb9UC4jsm95ekE7dMpNVJiVb7VMpCLWcHVxnpoVkL,1,2
GUqP9eiz4dXD8jFRjbmhKqRtigGHe8rk51Kv9SgHEndz,1,0
8FJxH7TmJrPHMqnTTvgPd9qozwSX23A5TB1ivn4LVpf4,1,3
42aV5YbqVnHvAyARkHpU5s7CwCbJt3qBv2BzbUvcuuVb,1,0
6yvLqXUwUpqeGNGoXJxFxggwv216CBmHNVpDyWePTGvz,1,0
C9iNQDn8AsA1L3nahy2ds9YMqEXAynqtm6vSPBv1SKUV,1,0
HWY3VGuCij6uSPkaq68HpvEauavnjp9KjSMJGpUPLV4,1,1
DAoRiWzZKuUESaTncw9socaj9t9tPENyeSKHTRY6kjJK,1,1
DiuZ6Kk62Dx3jnRjE4ujigkBKGCWpQkuy8uyDakF7RtW,1,2
DCLNy3XtMgzAUBseM3BatZE1Bf5KgA67hWkcGTqUgALd,1,2
CvFv7UWVNN5cQzLCTBwyKULLqsSRpkABX74GCK9RovnS,1,2
H8Qk2pym8XM6pu7tZxKbRSXDcrK9xaVo853MpMwmStAB,1,2
DorU5Caa9C7FdmuszT9CFwu9SGFtLE3jQkaV98sew3jL,1,2
GNRRWS5zCFcyG6DCmXrupTZ9VNVJHsE5Sx3nNgNdJNJY,1,2
4yMypfvRBHQwkZCSUeYdNcPZa71vsgcfqLmGAyNP59NU,1,2
4R7MaiaKVPPGZSo9KuqKJ5tTiMPPNVsautSEPD4RWRjZ,1,2
7FVhTv5KavY5HJKC9xB1MNmY5WbhxVuD3rgLFSFxrkyi,1,0
43S5VoYfzHPfRjmUsEXsBz2e3xirv4ZkvSmniD3chEET,1,2
72NGCCVfjGky5kP3Sbjx6fhYScxtxdMGS8MRBEyfVmi7,1,2
FxnY3iyvoeu2G4vPUWYasVrBV3KVZuh3SwCWdd63je2L,1,1
ATFVxGUmHZi12UQfyhK73kQ7rsPfGikRt2j2xErppi7T,1,0
EYgQuwY1jrdSfTjps3fPfTgeNtCT3Wwf72bENQNMx9vX,1,1
FhgPPxr7eFouJWdVFYjBS1iQWqXotRhCmSteeC1iBt52,1,2
FQvUV5GM6TrUV4vJZ2NFJty4qDH7i9eRhHXZnngRg5mC,1,2
7GRo6DkKw1AQf7hjJEbMD52TBNdQWjaDqLFbRTCjcre,1,0
DokgQskrYDdCY8r2TAEUEmqonfpNnH6GR63oc4FzfXPw,1,2
8TCY1tmFNSm6vVF6xWu7jcYwELsaYwrUQyk6RJUNntS5,1,1
9p1gR4AxHUBVNAn4e8aD8RGQEgWfMBNA9xhccNkngZjG,1,0
3YMkVt5ABFFce6WCEemJoZ5X74LoKRWb2pCF1FcWFm65,1,1
BbTrE64umQTLV3coiXh7CQhGjueGX7R88tDvuQgr4hSj,1,3
GSFtjni3nxn5ZxJSSM6HbiKKCEeZ1pTKr3GbzNH8vDj9,1,0
ZmYEvwB7xmfSxWcRENpdv62hetmrUh9oWTqZFki363z,1,0
ABeuTR32WCNnBmy4UdNWrPGmjFPGB6jdh6mwouaTTd4e,1,1
5bSNWNNhWeHYTcoXkfp88Srm1yVHLKjjASXX6grdsHWz,1,4
9qiQLDZyK5vUxoydL14QHHtSR7xVdEadyeido7C6uAUN,1,1
2wHv8ZwvBRYXstV6j1ZvUT66nggugvBJ2emXN8fyVmwG,1,3
B2D7eZAq9p3QbzYzdLKJ5jrxD8cuyFaqms3FoZBn7y7s,1,1
8aJcayJA4tUow3yKRv8DtYB7wWpNm9yHcfjvPZXReqp2,1,0
4ugLwbWN6J9r2Yb9imazzGKn5KrAP9rTx3Br8fPWoT6t,1,0
Corz5rkSyLF6zJK7BNj2NBjAsv22iKeQBXTGL1EZt8t6,1,2
7yLQsdT6t3VF4nciL9AxmmVeRdjJuztofHRh1S6pudwz,1,0
7UkvxkhYHDWsfrRqT7pakuMC63vu1EvV6kwayfsCTWZQ,1,0
6TrVRMRLY45aq7rtdw3f4bKcStez4avrYgXoAXK6K4MU,1,0
E95oodcQS54XRysBPKTiKvBVBAqM3BUkq2Le7nHoLAqs,1,3
H2iK3NjEGcyXMvLURfURiyD6ecrEMJxZC54ecMR7ggwN,1,0
2UFTQzqBWMwMeQvDBesnyBWHCyx7jkvAw2agpdHdPLZN,1,2
716R9sb4dGi9dWNe6bL78JJepBw26ABN5NjewR7JUDDM,1,0
3ZyU2RdW1odNcU6u7k17S3REXqs51ukR2x9WnFetgYW5,1,2
FxSFea4edJ5EX2P5RWbbAJxkys6ZPSc6VdDseBCfsbuG,1,1
3pHkYFx7YTNm5dEjcdNWTDUAYPPVJVoSFeb6a52oPXMu,1,1
G3oLV8oCatbVgbTJB88wmUqTkr8x8fe9f3HMXascf65X,1,5
F9L6h6KQrtRHQcwfpTvo3WXT8v8GSEx42NDFznucchLK,1,3
9MNuhfRXSY9h8AfnGqhNp1jkx7fatsNzeY9mqm3XGQGc,1,1
CGM9HRCqkrForx3wVWfcbXeYxEuuCnWn6b8tEqDE8wez,1,2
HaxKWrPwSGBKqhYWJ8qzxg9ehCKgnJswt2aJWfGpr9Kz,1,2
D9jmE93Tq2MU1ZHU1c6qM2TgwMQGQecx2Yw21KYtYbZo,1,1
EURBncuav7UXgwn2fTdfvSbvTPWYJdkcdpZZxK1YKXhK,1,1
Ci76GRksBYVwrpHLbzKU7yv7bfrP9bHeUqbuvHWAj43x,1,1
11,6cptBVvc4zWpfj7vfcwcpufKwXnpFnW3VhEEL7t4tGAL,0
2,4iRMvsQUS47vf1UsqbJ1RGGFH5LuVRZEDxftA4Yie2GU,0
3,G4Pa2smfWYJAF2e9mUQGzgGivJKpgMbFWEQzp3apGkf1,0
1,6AvqAcb6hurtKSaWuwVJ7gqQMcefB4KBVNjM1V1ZbTy4,0
3,6MW2Rt2E8fYkw2eevTk63Hht4iBKRYnd7uKBLovtjefm,0
1,5JqXRvD8LZ2B5v1raWrqTcMCMy2NP95NVEzcVCMKDZ2Y,0
1,CRPBbBYTqXkX8Kmzom4ErLssUcGTgLcreV4Zot5CMept,0
1,DkKW4oFhrnAQbJ6Zq9uHtLkcYdg5EWtUCMXfgTDE1oLV,0
1,CgQsv3KFviizdxAnJ1X8DRfHMUhJBYEbStRH9gSbJomQ,0
1,3JSPhSbX6S75AtfVMT3SLHDRMtrhNfUFw3ZhEZaF5eA6,0
1,5J2Bv5ncdnwZyKwEiXCqGMRxQ9qoT5DYDooVpbrmEAMR,0
3,ADxjieLou4ws8xzNNicD6zne5mpvREiuR83Lay2gcb8c,0
1,6TttKgJdnnTPKYp9vKQdyq1huiJaJsNkPR4ft2VNThW4,0
